File name,Platform,Protocol
LV7008961180-LV7008416397-LV3006006725_S21_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7008961180-LV7008416397-LV3006006725_S21_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7008961180-LV7008416397-LV3006006725_S21_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7008961180-LV7008416397-LV3006006725_S21_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7008961180-LV7008416397-LV3006006725_S21_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7008961180-LV7008416397-LV3006006725_S21_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022337-LV7008416365-LV3006007224_S9_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022354-LV7008416387-LV3006007197_S31_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022379-LV7008416368-LV3006007225_S1_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022430-LV7008416375-LV3006007230_S6_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022696-LV7008416362-LV3006007209_S33_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022713-LV7008416372-LV3006007208_S29_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022736-LV7008416389-LV3006007233_S19_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009022746-LV7008416384-LV3006007220_S3_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024089-LV7008416407-LV3006007231_S12_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024091-LV7008416396-LV3006007201_S24_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024105-LV7008416390-LV3006009966_S17_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024391-LV7008416404-LV3006007195_S23_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024569-LV7008416369-LV3006007211_S42_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024586-LV7008416383-LV3006007223_S10_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024845-LV7008416405-LV3006007227_S22_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009024883-LV7008416370-LV3006007204_S37_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009026337-LV7008416386-SmplNTC_S34_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009026360-LV7008416393-LV3006007200_S44_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009026399-LV7008416373-SmplNTC_S15_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009026563-LV7008416388-LV3006007207_S25_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009026576-LV7008416392-LV3006007228_S5_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009026590-LV7008416401-LV3006007237_S8_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009027318-LV7008416361-LV3006007199_S40_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L001_R1_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L001_R2_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L002_R1_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L002_R2_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L003_R1_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L003_R2_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L004_R1_001.fastq.gz,NovaSeq6,Single
LV7009027812-LV7008416371-LV3006007215_S35_L004_R2_001.fastq.gz,NovaSeq6,Single
LV7009026111-LV7005224361-CGG3-017591_110pM_S72_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_110pM_S72_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_110pM_rep_S452_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_110pM_rep_S452_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_160pM_S148_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_160pM_S148_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_210pM_S224_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_210pM_S224_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_210pM_rep_S528_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_210pM_rep_S528_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_260pM_S300_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_260pM_S300_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_310pM_S376_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_310pM_S376_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_310pM_rep_S604_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026111-LV7005224361-CGG3-017591_310pM_rep_S604_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_110pM_S64_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_110pM_S64_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_110pM_rep_S444_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_110pM_rep_S444_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_160pM_S140_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_160pM_S140_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_210pM_S216_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_210pM_S216_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_210pM_rep_S520_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_210pM_rep_S520_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_260pM_S292_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_260pM_S292_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_310pM_S368_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_310pM_S368_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_310pM_rep_S596_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026112-LV7000631907-Control_310pM_rep_S596_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_110pM_S56_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_110pM_S56_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_110pM_rep_S436_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_110pM_rep_S436_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_160pM_S132_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_160pM_S132_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_210pM_S208_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_210pM_S208_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_210pM_rep_S512_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_210pM_rep_S512_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_260pM_S284_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_260pM_S284_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_310pM_S360_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_310pM_S360_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_310pM_rep_S588_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026113-LV7000631909-CGG3-017484_310pM_rep_S588_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_110pM_S48_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_110pM_S48_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_110pM_rep_S428_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_110pM_rep_S428_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_160pM_S124_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_160pM_S124_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_210pM_S200_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_210pM_S200_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_210pM_rep_S504_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_210pM_rep_S504_L007_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_260pM_S276_L004_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_260pM_S276_L004_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_310pM_S352_L005_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_310pM_S352_L005_R2_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_310pM_rep_S580_L008_R1_001.fastq.gz,NovaSeqX,Double
LV7009026434-LV7001308202-CGG3-017423_310pM_rep_S580_L008_R2_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_110pM_S41_L001_R1_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_110pM_S41_L001_R2_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_110pM_rep_S421_L006_R1_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_110pM_rep_S421_L006_R2_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_160pM_S117_L002_R1_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_160pM_S117_L002_R2_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_210pM_S193_L003_R1_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_210pM_S193_L003_R2_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_210pM_rep_S497_L007_R1_001.fastq.gz,NovaSeqX,Double
LV7009026435-LV7005010674-LV3005272689_210pM_rep_S497_L007_R2_001.fastq.gz,NovaSeqX,Double
