,BulkSampleID,ArchiveSampleID,Robot Sample ID,Library ID,FastQ File ID,DepthSampledCalTape
135,ISL22_40.4,LV3005351138,LV6000200098,LV7008957409,LV7008957409-LV6000200098-LV3005351138,145.5
136,ISL22_40.4,LV3005351154,LV6000200090,LV7008960447,LV7008960447-LV6000200090-LV3005351154,148.5
137,ISL22_41,LV3005351200,LV6000198588,LV7008955284,LV7008955284-LV6000198588-LV3005351200,60.5
138,ISL22_42,LV3005351039,LV6000198595,LV7008955333,LV7008955333-LV6000198595-LV3005351039,40.5
139,ISL22_55,LV3005351385,LV6000198627,LV7008955272,LV7008955272-LV6000198627-LV3005351385,103.5
140,ISL22_35.9,LV3005351432,LV6000200207,LV7008956392,LV7008956392-LV6000200207-LV3005351432,22
141,ISL22_35.9,LV3005351434,LV6000200215,LV7008956404,LV7008956404-LV6000200215-LV3005351434,24.5
142,ISL22_35.9,LV3005351436,LV6000200202,LV7008956428,LV7008956428-LV6000200202-LV3005351436,27.5
143,ISL22_35.9,LV3005351443,LV6000200208,LV7008953902,LV7008953902-LV6000200208-LV3005351443,30.5
144,ISL22_35.9,LV3005351440,LV6000200200,LV7008956331,LV7008956331-LV6000200200-LV3005351440,34
145,ISL22_35.9,LV3005351439,LV6000200192,LV7008956355,LV7008956355-LV6000200192-LV3005351439,38
146,ISL22_35.9,LV3005351447,LV6000200184,LV7008956367,LV7008956367-LV6000200184-LV3005351447,40.5
147,ISL22_35.9,LV3005351454,LV6000184769,LV7008956379,LV7008956379-LV6000184769-LV3005351454,43.5
148,ISL22_35.9,LV3005351448,LV6000184767,LV7008956391,LV7008956391-LV6000184767-LV3005351448,46.5
149,ISL22_35.9,LV3005351451,LV6000200160,LV7008953901,LV7008953901-LV6000200160-LV3005351451,49.5
150,ISL22_35.9,LV3005272800,LV6000200152,LV7008956330,LV7008956330-LV6000200152-LV3005272800,53
151,ISL22_35.9,LV3005351460,LV6000185099,LV7008956354,LV7008956354-LV6000185099-LV3005351460,56
152,ISL22_35.9,LV3005351459,LV6000200144,LV7008956366,LV7008956366-LV6000200144-LV3005351459,59
153,ISL22_35.9,LV3005351485,LV6000200135,LV7008956378,LV7008956378-LV6000200135-LV3005351485,62
154,ISL22_35.9,LV3005351456,LV6000200175,LV7008956390,LV7008956390-LV6000200175-LV3005351456,65
155,ISL22_35.9,LV3005351486,LV6000200143,LV7008956402,LV7008956402-LV6000200143-LV3005351486,67.5
156,ISL22_35.9,LV3005351457,LV6000200151,LV7008956426,LV7008956426-LV6000200151-LV3005351457,70.5
157,ISL22_35.9,LV3005351469,LV6000200159,LV7008956317,LV7008956317-LV6000200159-LV3005351469,73
158,ISL22_35.9,LV3005351488,LV6000200167,LV7008956329,LV7008956329-LV6000200167-LV3005351488,76
159,ISL22_35.6,LV3005348484,LV7005365908,LV7008955321,LV7008955321-LV7005365908-LV3005348484,75
160,ISL22_49.1,LV3005276357,LV6000198610,LV7008955273,LV7008955273-LV6000198610-LV3005276357,105
161,ISL22_49.1,LV3005276355,LV6000198618,LV7008955285,LV7008955285-LV6000198618-LV3005276355,106.5
162,ISL22_49.10,LV3005275497,LV6000200177,LV7008956324,LV7008956324-LV6000200177-LV3005275497,0.5
163,ISL22_49.10,LV3005275519,LV6000200193,LV7008956336,LV7008956336-LV6000200193-LV3005275519,3.5
164,ISL22_49.10,LV3005275506,LV6000200178,LV7008956360,LV7008956360-LV6000200178-LV3005275506,6.5
165,ISL22_49.10,LV3005275505,LV6000185132,LV7008956372,LV7008956372-LV6000185132-LV3005275505,9.5
166,ISL22_49.10,LV3005275504,LV6000200186,LV7008956384,LV7008956384-LV6000200186-LV3005275504,12
167,ISL22_49.10,LV3005275510,LV6000200194,LV7008956396,LV7008956396-LV6000200194-LV3005275510,15
168,ISL22_49.10,LV3005275511,LV6000200209,LV7008956408,LV7008956408-LV6000200209-LV3005275511,18
169,ISL22_49.10,LV3005275503,LV6000200217,LV7008956432,LV7008956432-LV6000200217-LV3005275503,20.5
170,ISL22_49.10,LV3005275498,LV6000200210,LV7008956323,LV7008956323-LV6000200210-LV3005275498,22.5
171,ISL22_49.10,LV3005275516,LV6000200218,LV7008956335,LV7008956335-LV6000200218-LV3005275516,25.5
172,ISL22_49.10,LV3005275470,LV6000200219,LV7008956359,LV7008956359-LV6000200219-LV3005275470,28.5
173,ISL22_49.10,LV3005275478,LV6000200179,LV7008956371,LV7008956371-LV6000200179-LV3005275478,32
174,ISL22_49.10,LV3005275477,LV6000200211,LV7008956383,LV7008956383-LV6000200211-LV3005275477,35
175,ISL22_49.10,LV3005275483,LV6000200203,LV7008953924,LV7008953924-LV6000200203-LV3005275483,38
176,ISL22_49.10,LV3005275466,LV6000200195,LV7008956407,LV7008956407-LV6000200195-LV3005275466,41
177,ISL22_49.10,LV3005275474,LV6000200187,LV7008956431,LV7008956431-LV6000200187-LV3005275474,44
178,ISL22_49.10,LV3005275480,LV6000200220,LV7008956322,LV7008956322-LV6000200220-LV3005275480,47
179,ISL22_49.10,LV3005275490,LV6000200180,LV7008956334,LV7008956334-LV6000200180-LV3005275490,49
180,ISL22_49.10,LV3005275486,LV6000200188,LV7008956358,LV7008956358-LV6000200188-LV3005275486,51.5
181,ISL22_49.10,LV3005275481,LV6000200196,LV7008956370,LV7008956370-LV6000200196-LV3005275481,53.5
182,ISL22_49.10,LV3005275479,LV6000185134,LV7008956382,LV7008956382-LV6000185134-LV3005275479,56.5
183,ISL22_49.10,LV3005275485,LV6000200212,LV7008956394,LV7008956394-LV6000200212-LV3005275485,59.5
184,ISL22_49.10,LV3005275458,LV6000200197,LV7008956406,LV7008956406-LV6000200197-LV3005275458,62.5
185,ISL22_49.10,LV3005275462,LV6000200189,LV7008956430,LV7008956430-LV6000200189-LV3005275462,66
186,ISL22_49.10,LV3005275461,LV6000185133,LV7008956321,LV7008956321-LV6000185133-LV3005275461,69.5
187,ISL22_49.10,LV3005275452,LV6000200182,LV7008956333,LV7008956333-LV6000200182-LV3005275452,73
188,ISL22_49.10,LV3005275447,LV6000200190,LV7008956357,LV7008956357-LV6000200190-LV3005275447,75.5
189,ISL22_49.10,LV3005275446,LV6000200213,LV7008956369,LV7008956369-LV6000200213-LV3005275446,79.5
190,ISL22_49.10,LV3005275441,LV6000200221,LV7008956381,LV7008956381-LV6000200221-LV3005275441,83
191,ISL22_49.10,LV3005275442,LV6000200198,LV7008956393,LV7008956393-LV6000200198-LV3005275442,86.5
192,ISL22_49.10,LV3005275449,LV6000200206,LV7008956405,LV7008956405-LV6000200206-LV3005275449,89.5
193,ISL22_49.10,LV3005275456,LV6000200214,LV7008956429,LV7008956429-LV6000200214-LV3005275456,92.5
194,ISL22_49.10,LV3005275450,LV6000200222,LV7008956320,LV7008956320-LV6000200222-LV3005275450,95.5
195,ISL22_49.10,LV3005275445,LV6000200183,LV7008956332,LV7008956332-LV6000200183-LV3005275445,98.5
196,ISL22_49.10,LV3005275437,LV6000200223,LV7008956356,LV7008956356-LV6000200223-LV3005275437,101.5
197,ISL22_49.10,LV3005275419,LV6000200191,LV7008956368,LV7008956368-LV6000200191-LV3005275419,104.5
198,ISL22_49.10,LV3005275425,LV6000200199,LV7008956380,LV7008956380-LV6000200199-LV3005275425,107.5
199,ISL22_37.3,LV3005275377,LV6000198626,LV7008955297,LV7008955297-LV6000198626-LV3005275377,43
200,ISL22_37.2,LV3005349084,LV6000198796,LV7008960492,LV7008960492-LV6000198796-LV3005349084,207
201,ISL22_37.2,LV3005349084,LV6000198796,LV7008960492,LV7008960492-LV6000198796-LV3005349084,207
202,ISL22_37.2,LV3005349065,LV6000198804,LV7008960504,LV7008960504-LV6000198804-LV3005349065,210
203,ISL22_37.2,LV3005349065,LV6000198804,LV7008960504,LV7008960504-LV6000198804-LV3005349065,210
204,ISL22_37.2,LV3005349067,LV6000198812,LV7008960516,LV7008960516-LV6000198812-LV3005349067,213.5
205,ISL22_37.2,LV3005349067,LV6000198812,LV7008960516,LV7008960516-LV6000198812-LV3005349067,213.5
206,ISL22_37.2,LV3005349072,LV6000198820,LV7008960528,LV7008960528-LV6000198820-LV3005349072,216.5
207,ISL22_37.2,LV3005349072,LV6000198820,LV7008960528,LV7008960528-LV6000198820-LV3005349072,216.5
208,ISL22_37.2,LV3005349085,LV6000198781,LV7008960443,LV7008960443-LV6000198781-LV3005349085,219.5
209,ISL22_37.2,LV3005349085,LV6000198781,LV7008960443,LV7008960443-LV6000198781-LV3005349085,219.5
210,ISL22_37.2,LV3005349075,LV6000198647,LV7008957416,LV7008957416-LV6000198647-LV3005349075,222.5
211,ISL22_37.2,LV3005349075,LV6000198647,LV7008957416,LV7008957416-LV6000198647-LV3005349075,222.5
212,ISL22_37.2,LV3005349079,LV6000198797,LV7008960467,LV7008960467-LV6000198797-LV3005349079,225.5
213,ISL22_37.2,LV3005349079,LV6000198797,LV7008960467,LV7008960467-LV6000198797-LV3005349079,225.5
214,ISL22_37.2,LV3005349082,LV6000198805,LV7008960479,LV7008960479-LV6000198805-LV3005349082,229
215,ISL22_37.2,LV3005349082,LV6000198805,LV7008960479,LV7008960479-LV6000198805-LV3005349082,229
216,ISL22_37.2,LV3005349077,LV6000198813,LV7008960491,LV7008960491-LV6000198813-LV3005349077,232
217,ISL22_37.2,LV3005349077,LV6000198813,LV7008960491,LV7008960491-LV6000198813-LV3005349077,232
218,ISL22_37.2,LV3005349088,LV6000198821,LV7008960503,LV7008960503-LV6000198821-LV3005349088,235
219,ISL22_37.2,LV3005349088,LV6000198821,LV7008960503,LV7008960503-LV6000198821-LV3005349088,235
220,ISL22_37.2,LV3005349083,LV6000198782,LV7008960515,LV7008960515-LV6000198782-LV3005349083,238
221,ISL22_37.2,LV3005349083,LV6000198782,LV7008960515,LV7008960515-LV6000198782-LV3005349083,238
222,ISL22_37.2,LV3005349076,LV6000198790,LV7008960527,LV7008960527-LV6000198790-LV3005349076,241.5
223,ISL22_37.2,LV3005349076,LV6000198790,LV7008960527,LV7008960527-LV6000198790-LV3005349076,241.5
224,ISL22_37.2,LV3005349063,LV6000198798,LV7008960442,LV7008960442-LV6000198798-LV3005349063,244.5
225,ISL22_37.2,LV3005349063,LV6000198798,LV7008960442,LV7008960442-LV6000198798-LV3005349063,244.5
226,ISL22_37.2,LV3005349046,LV6000198806,LV7008960454,LV7008960454-LV6000198806-LV3005349046,247.5
227,ISL22_37.2,LV3005349046,LV6000198806,LV7008960454,LV7008960454-LV6000198806-LV3005349046,247.5
228,ISL22_37.2,LV3005349040,LV6000198814,LV7008960466,LV7008960466-LV6000198814-LV3005349040,250.5
229,ISL22_37.2,LV3005349040,LV6000198814,LV7008960466,LV7008960466-LV6000198814-LV3005349040,250.5
230,ISL22_37.2,LV3005349047,LV6000198822,LV7008960478,LV7008960478-LV6000198822-LV3005349047,254
231,ISL22_37.2,LV3005349047,LV6000198822,LV7008960478,LV7008960478-LV6000198822-LV3005349047,254
232,ISL22_37.2,LV3005349053,LV6000198783,LV7008960490,LV7008960490-LV6000198783-LV3005349053,257
233,ISL22_37.2,LV3005349053,LV6000198783,LV7008960490,LV7008960490-LV6000198783-LV3005349053,257
234,ISL22_37.2,LV3005349043,LV6000198791,LV7008960502,LV7008960502-LV6000198791-LV3005349043,260.5
235,ISL22_37.2,LV3005349043,LV6000198791,LV7008960502,LV7008960502-LV6000198791-LV3005349043,260.5
236,ISL22_37.2,LV3005349060,LV6000198799,LV7008960514,LV7008960514-LV6000198799-LV3005349060,263.5
237,ISL22_37.2,LV3005349060,LV6000198799,LV7008960514,LV7008960514-LV6000198799-LV3005349060,263.5
238,ISL22_37.2,LV3005349055,LV6000198807,LV7008957408,LV7008957408-LV6000198807-LV3005349055,267
239,ISL22_37.2,LV3005349055,LV6000198807,LV7008957408,LV7008957408-LV6000198807-LV3005349055,267
240,ISL22_37.2,LV3005349050,LV6000198815,LV7008960441,LV7008960441-LV6000198815-LV3005349050,270
241,ISL22_37.2,LV3005349050,LV6000198815,LV7008960441,LV7008960441-LV6000198815-LV3005349050,270
242,ISL22_37.2,LV3005349051,LV6000198823,LV7008960453,LV7008960453-LV6000198823-LV3005349051,273
243,ISL22_37.2,LV3005349051,LV6000198823,LV7008960453,LV7008960453-LV6000198823-LV3005349051,273
244,ISL22_37.2,LV3005349056,LV6000198784,LV7008960465,LV7008960465-LV6000198784-LV3005349056,276
245,ISL22_37.2,LV3005349056,LV6000198784,LV7008960465,LV7008960465-LV6000198784-LV3005349056,276
246,ISL22_37.2,LV3005349057,LV6000198792,LV7008960477,LV7008960477-LV6000198792-LV3005349057,279.5
247,ISL22_37.2,LV3005349057,LV6000198792,LV7008960477,LV7008960477-LV6000198792-LV3005349057,279.5
248,ISL22_37.2,LV3005349016,LV6000198800,LV7008960489,LV7008960489-LV6000198800-LV3005349016,282.5
249,ISL22_37.2,LV3005349016,LV6000198800,LV7008960489,LV7008960489-LV6000198800-LV3005349016,282.5
250,ISL22_37.2,LV3005349021,LV6000198808,LV7008960501,LV7008960501-LV6000198808-LV3005349021,284
251,ISL22_37.2,LV3005349021,LV6000198808,LV7008960501,LV7008960501-LV6000198808-LV3005349021,284
252,ISL22_37.2,LV3005349033,LV6000198637,,,287.5
253,ISL22_37.2,LV3005349033,LV6000198637,LV7008961004,LV7008961004-LV6000198637-LV3005349033,287.5
254,ISL22_37.2,LV3005349028,LV6000198646,,,290.5
255,ISL22_37.2,LV3005349028,LV6000198646,LV7008961016,LV7008961016-LV6000198646-LV3005349028,290.5
256,ISL22_37.2,LV3005349017,LV6000198889,,,293.5
257,ISL22_37.2,LV3005349017,LV6000198889,LV7008959575,LV7008959575-LV6000198889-LV3005349017,293.5
258,ISL22_37.2,LV3005349029,LV6000198897,,,297.5
259,ISL22_37.2,LV3005349029,LV6000198897,LV7008961040,LV7008961040-LV6000198897-LV3005349029,297.5
260,ISL22_37.2,LV3005349035,LV6000198905,,,300.5
261,ISL22_37.2,LV3005349035,LV6000198905,LV7008961052,LV7008961052-LV6000198905-LV3005349035,300.5
262,ISL22_37.2,LV3005349019,LV6000198913,,,306
263,ISL22_37.2,LV3005349019,LV6000198913,LV7008961064,LV7008961064-LV6000198913-LV3005349019,306
264,ISL22_37.2,LV3005349020,LV6000198662,,,312.5
265,ISL22_37.2,LV3005349020,LV6000198662,LV7008961076,LV7008961076-LV6000198662-LV3005349020,312.5
266,ISL22_37.2,LV3005349026,LV6000198638,,,315.5
267,ISL22_37.2,LV3005349026,LV6000198638,LV7008961088,LV7008961088-LV6000198638-LV3005349026,315.5
268,ISL22_37.2,LV3005349031,LV6000198890,,,318
269,ISL22_37.2,LV3005349031,LV6000198890,LV7008961003,LV7008961003-LV6000198890-LV3005349031,318
270,ISL22_37.2,LV3005349032,LV6000198898,,,320.5
271,ISL22_37.2,LV3005349032,LV6000198898,LV7008959573,LV7008959573-LV6000198898-LV3005349032,320.5
272,TDV1.1,LV3005348931,LV6000198602,LV7008955261,LV7008955261-LV6000198602-LV3005348931,97.5
273,ISL22_33.10,LV3005348863,LV6000198827,,,2
274,ISL22_33.10,LV3005348863,LV6000198827,LV7008961045,LV7008961045-LV6000198827-LV3005348863,2
275,ISL22_33.10,LV3005348867,LV6000198835,,,5
276,ISL22_33.10,LV3005348867,LV6000198835,LV7008961057,LV7008961057-LV6000198835-LV3005348867,5
277,ISL22_33.10,LV3005348895,LV6000198843,,,7.5
278,ISL22_33.10,LV3005348895,LV6000198843,LV7008961069,LV7008961069-LV6000198843-LV3005348895,7.5
279,ISL22_33.10,LV3005348864,LV6000198851,,,10.5
280,ISL22_33.10,LV3005348864,LV6000198851,LV7008961081,LV7008961081-LV6000198851-LV3005348864,10.5
281,ISL22_33.10,LV3005348874,LV6000198859,,,13.5
282,ISL22_33.10,LV3005348874,LV6000198859,LV7008960996,LV7008960996-LV6000198859-LV3005348874,13.5
283,ISL22_33.10,LV3005348868,LV6000198867,,,16.5
284,ISL22_33.10,LV3005348868,LV6000198867,LV7008961008,LV7008961008-LV6000198867-LV3005348868,16.5
285,ISL22_33.10,LV3005348890,LV6000198828,,,21
286,ISL22_33.10,LV3005348890,LV6000198828,LV7008961020,LV7008961020-LV6000198828-LV3005348890,21
287,ISL22_33.10,LV3005348857,LV6000198836,,,23.5
288,ISL22_33.10,LV3005348857,LV6000198836,LV7008961032,LV7008961032-LV6000198836-LV3005348857,23.5
289,ISL22_33.10,LV3005348873,LV6000198844,,,26.5
290,ISL22_33.10,LV3005348873,LV6000198844,LV7008961044,LV7008961044-LV6000198844-LV3005348873,26.5
291,ISL22_33.10,LV3005273849,LV6000198852,,,29.5
292,ISL22_33.10,LV3005273849,LV6000198852,LV7008961056,LV7008961056-LV6000198852-LV3005273849,29.5
293,ISL22_33.10,LV3005276309,LV6000198860,,,32
294,ISL22_33.10,LV3005276309,LV6000198860,LV7008961068,LV7008961068-LV6000198860-LV3005276309,32
295,ISL22_33.4,LV3005348832,LV6000198894,,,2
296,ISL22_33.4,LV3005348832,LV6000198894,LV7008961000,LV7008961000-LV6000198894-LV3005348832,2
297,ISL22_33.4,LV3005348846,LV6000198902,,,4.5
298,ISL22_33.4,LV3005348846,LV6000198902,LV7008961012,LV7008961012-LV6000198902-LV3005348846,4.5
299,ISL22_33.4,LV3005348840,LV6000198910,,,7.5
300,ISL22_33.4,LV3005348840,LV6000198910,LV7008961024,LV7008961024-LV6000198910-LV3005348840,7.5
301,ISL22_33.4,LV3005348827,LV6000198918,,,10
302,ISL22_33.4,LV3005348827,LV6000198918,LV7008961036,LV7008961036-LV6000198918-LV3005348827,10
303,ISL22_33.4,LV3005348834,LV6000198645,,,13
304,ISL22_33.4,LV3005348834,LV6000198645,LV7008961048,LV7008961048-LV6000198645-LV3005348834,13
305,ISL22_33.4,LV3005348849,LV6000198653,,,15.5
306,ISL22_33.4,LV3005348849,LV6000198653,LV7008961060,LV7008961060-LV6000198653-LV3005348849,15.5
307,ISL22_33.4,LV3005348829,LV6000198895,,,18.5
308,ISL22_33.4,LV3005348829,LV6000198895,LV7008961072,LV7008961072-LV6000198895-LV3005348829,18.5
309,ISL22_33.4,LV3005348835,LV6000198903,,,21
310,ISL22_33.4,LV3005348835,LV6000198903,LV7008959574,LV7008959574-LV6000198903-LV3005348835,21
311,ISL22_33.4,LV3005348837,LV6000198911,,,23.5
312,ISL22_33.4,LV3005348837,LV6000198911,LV7008961089,LV7008961089-LV6000198911-LV3005348837,23.5
313,ISL22_33.4,LV3005348851,LV6000198919,,,26
314,ISL22_33.4,LV3005348851,LV6000198919,LV7008961011,LV7008961011-LV6000198919-LV3005348851,26
315,ISL22_33.4,LV3005348845,LV6000198880,,,29
316,ISL22_33.4,LV3005348845,LV6000198880,LV7008961023,LV7008961023-LV6000198880-LV3005348845,29
317,ISL22_33.4,LV3005348831,LV6000198888,,,31.5
318,ISL22_33.4,LV3005348831,LV6000198888,LV7008961035,LV7008961035-LV6000198888-LV3005348831,31.5
319,ISL22_33.4,LV3005348812,LV6000198896,,,34
320,ISL22_33.4,LV3005348812,LV6000198896,LV7008961047,LV7008961047-LV6000198896-LV3005348812,34
321,ISL22_33.4,LV3005348790,LV6000198904,,,38.5
322,ISL22_33.4,LV3005348790,LV6000198904,LV7008961059,LV7008961059-LV6000198904-LV3005348790,38.5
323,ISL22_33.4,LV3005348813,LV6000198678,,,41.5
324,ISL22_33.4,LV3005348813,LV6000198678,LV7008960998,LV7008960998-LV6000198678-LV3005348813,41.5
325,ISL22_33.4,LV3005348792,LV6000198833,,,44
326,ISL22_33.4,LV3005348792,LV6000198833,LV7008961010,LV7008961010-LV6000198833-LV3005348792,44
327,ISL22_33.4,LV3005348804,LV6000198841,,,47
328,ISL22_33.4,LV3005348804,LV6000198841,LV7008961022,LV7008961022-LV6000198841-LV3005348804,47
329,ISL22_33.4,LV3005348794,LV6000198849,,,50.5
330,ISL22_33.4,LV3005348794,LV6000198849,LV7008961034,LV7008961034-LV6000198849-LV3005348794,50.5
331,ISL22_33.4,LV3005348815,LV6000198857,,,54
332,ISL22_33.4,LV3005348815,LV6000198857,LV7008961046,LV7008961046-LV6000198857-LV3005348815,54
333,ISL22_33.4,LV3005348795,LV6000198865,,,57
334,ISL22_33.4,LV3005348795,LV6000198865,LV7008961058,LV7008961058-LV6000198865-LV3005348795,57
335,ISL22_33.4,LV3005348816,LV6000198826,,,60
336,ISL22_33.4,LV3005348816,LV6000198826,LV7008961070,LV7008961070-LV6000198826-LV3005348816,60
337,ISL22_33.4,LV3005348796,LV6000198834,,,63.5
338,ISL22_33.4,LV3005348796,LV6000198834,LV7008961082,LV7008961082-LV6000198834-LV3005348796,63.5
339,ISL22_33.4,LV3005348825,LV6000198842,,,66.5
340,ISL22_33.4,LV3005348825,LV6000198842,LV7008960901,LV7008960901-LV6000198842-LV3005348825,66.5
341,ISL22_33.4,LV3005348817,LV6000198850,,,69.5
342,ISL22_33.4,LV3005348817,LV6000198850,LV7008961009,LV7008961009-LV6000198850-LV3005348817,69.5
343,ISL22_33.4,LV3005349341,LV6000198858,,,73
344,ISL22_33.4,LV3005349341,LV6000198858,LV7008961021,LV7008961021-LV6000198858-LV3005349341,73
345,ISL22_33.4,LV3005349324,LV6000198866,,,76
346,ISL22_33.4,LV3005349324,LV6000198866,LV7008961033,LV7008961033-LV6000198866-LV3005349324,76
347,ISL22_33.9,LV3005349293,LV6000198893,,,76.5
348,ISL22_33.9,LV3005349293,LV6000198893,LV7008961025,LV7008961025-LV6000198893-LV3005349293,76.5
349,ISL22_33.9,LV3005349287,LV6000198901,,,80
350,ISL22_33.9,LV3005349287,LV6000198901,LV7008961037,LV7008961037-LV6000198901-LV3005349287,80
351,ISL22_33.9,LV3005349290,LV6000198909,,,83
352,ISL22_33.9,LV3005349290,LV6000198909,LV7008961049,LV7008961049-LV6000198909-LV3005349290,83
353,ISL22_33.9,LV3005349281,LV6000198917,,,86
354,ISL22_33.9,LV3005349281,LV6000198917,LV7008961061,LV7008961061-LV6000198917-LV3005349281,86
355,ISL22_33.9,LV3005349282,LV6000198878,,,88.5
356,ISL22_33.9,LV3005349282,LV6000198878,LV7008961073,LV7008961073-LV6000198878-LV3005349282,88.5
357,ISL22_33.9,LV3005349276,LV6000198886,,,91.5
358,ISL22_33.9,LV3005349276,LV6000198886,LV7008961085,LV7008961085-LV6000198886-LV3005349276,91.5
359,ISL22_33.2,LV3005349240,LV7005365991,LV7008955278,LV7008955278-LV7005365991-LV3005349240,0.5
360,ISL22_33.7,LV3005349576,LV7005365983,LV7008955266,LV7008955266-LV7005365983-LV3005349576,94.5
361,ISL2020_05,LV3005349369,LV6000195622,LV7008955319,LV7008955319-LV6000195622-LV3005349369,49.5
362,ISL21_16,LV3005350057,LV6000198604,LV7008955320,LV7008955320-LV6000198604-LV3005350057,97
363,ISL2020_09,LV3005349744,LV6000198596,LV7008955296,LV7008955296-LV6000198596-LV3005349744,100.5
364,ISL22_31,LV3005574147,LV7005365986,LV7008955288,LV7008955288-LV7005365986-LV3005574147,129.5
365,ISL22_31,LV3005574125,LV7005365994,LV7008955300,LV7008955300-LV7005365994-LV3005574125,131
366,ISL22_32,LV3005573989,LV7005365984,LV7008955350,LV7008955350-LV7005365984-LV3005573989,162
367,ISL22_32,LV3005573985,LV7005365992,LV7008955374,LV7008955374-LV7005365992-LV3005573985,166.5
368,ISL22_34,LV3005573962,LV7005365987,LV7008955263,LV7008955263-LV7005365987-LV3005573962,30
369,ISL22_39,LV3005573495,LV7005365968,LV7008955326,LV7008955326-LV7005365968-LV3005573495,132.5
370,ISL22_39,LV3005573482,LV7005365976,LV7008955338,LV7008955338-LV7005365976-LV3005573482,136
371,ISL22_29,LV3005573417,LV7005365971,LV7008955348,LV7008955348-LV7005365971-LV3005573417,48
372,ISL22_50,LV3005573333,LV6000198605,LV7008955283,LV7008955283-LV6000198605-LV3005573333,60
373,ISL22_22A,LV3005572975,LV7005365979,LV7008955372,LV7008955372-LV7005365979-LV3005572975,48
374,ISL22_23B,LV3005573057,LV7005365954,LV7008955349,LV7008955349-LV7005365954-LV3005573057,130.5
375,ISL22_23B,LV3005573051,LV7005365962,LV7008955373,LV7008955373-LV7005365962-LV3005573051,132
376,ISL22_25A,LV3005573189,LV6000198612,LV7008955332,LV7008955332-LV6000198612-LV3005573189,81
377,ISL22_25B,LV3005573185,LV6000198620,LV7008955344,LV7008955344-LV6000198620-LV3005573185,84.5
378,ISL22_26A,LV3005567342,LV7005365981,LV7008955328,LV7008955328-LV7005365981-LV3005567342,35.5
379,ISL22_26A,LV3005567340,LV7005365989,LV7008955340,LV7008955340-LV7005365989-LV3005567340,39
380,HFK8,LV3005568470,LV7005365965,LV7008955292,LV7008955292-LV7005365965-LV3005568470,77.5
381,HFK8,LV3005568477,LV7005365973,LV7008955304,LV7008955304-LV7005365973-LV3005568477,79
382,ISL22_45,LV3005567689,LV6000198628,LV7008955368,LV7008955368-LV6000198628-LV3005567689,61
383,ISL23_58.1,LV3005567545,LV7005365985,LV7008955325,LV7008955325-LV7005365985-LV3005567545,132
384,ISL23_58.1,LV3005567521,LV7005365993,LV7008955337,LV7008955337-LV7005365993-LV3005567521,134
385,ISL23_58.6,LV3005568607,LV6000200132,LV7008956424,LV7008956424-LV6000200132-LV3005568607,78
386,ISL23_58.6,LV3005568601,LV6000200140,LV7008956315,LV7008956315-LV6000200140-LV3005568601,81
387,ISL23_58.6,LV3005568579,LV6000200164,LV7008956327,LV7008956327-LV6000200164-LV3005568579,84.5
388,ISL23_58.6,LV3005568585,LV6000200148,LV7008956351,LV7008956351-LV6000200148-LV3005568585,88
389,ISL23_58.6,LV3005568598,LV6000200156,LV7008956363,LV7008956363-LV6000200156-LV3005568598,92
390,ISL23_58.6,LV3005568584,LV6000200131,LV7008956375,LV7008956375-LV6000200131-LV3005568584,94
391,ISL23_58.6,LV3005568597,LV6000200139,LV7008956387,LV7008956387-LV6000200139-LV3005568597,96.5
392,ISL23_58.6,LV3005568583,LV6000200147,LV7008956399,LV7008956399-LV6000200147-LV3005568583,99.5
393,ISL23_58.6,LV3005568574,LV6000200155,LV7008956423,LV7008956423-LV6000200155-LV3005568574,102.5
394,ISL23_58.6,LV3005568582,LV6000200130,LV7008956314,LV7008956314-LV6000200130-LV3005568582,105.5
395,ISL23_58.6,LV3005568596,LV6000200138,LV7008956326,LV7008956326-LV6000200138-LV3005568596,108.5
396,ISL23_58.6,LV3005568587,LV6000185098,LV7008956350,LV7008956350-LV6000185098-LV3005568587,111.5
397,ISL23_58.6,LV3005568580,LV6000200137,LV7008956362,LV7008956362-LV6000200137-LV3005568580,114
398,ISL23_58.6,LV3005568593,LV6000200146,LV7008956374,LV7008956374-LV6000200146-LV3005568593,117
399,ISL23_58.6,LV3005568594,LV6000200163,LV7008956386,LV7008956386-LV6000200163-LV3005568594,120
400,ISL23_58.6,LV3005568156,LV6000200171,LV7008956398,LV7008956398-LV6000200171-LV3005568156,122.5
401,ISL23_58.6,LV3005568152,LV6000200154,LV7008956422,LV7008956422-LV6000200154-LV3005568152,125.5
402,ISL23_58.6,LV3005568154,LV6000200145,LV7008956313,LV7008956313-LV6000200145-LV3005568154,128.5
403,ISL23_58.6,LV3005568150,LV6000200162,LV7008956325,LV7008956325-LV6000200162-LV3005568150,130
404,ISL23_58.6,LV3005568135,LV6000200170,LV7008956349,LV7008956349-LV6000200170-LV3005568135,133.5
405,ISL23_58.6,LV3005568141,LV6000200153,LV7008956361,LV7008956361-LV6000200153-LV3005568141,136.5
406,ISL23_58.6,LV3005568147,LV6000200161,LV7008956373,LV7008956373-LV6000200161-LV3005568147,140
407,ISL23_58.6,LV3005568134,LV6000200169,LV7008956385,LV7008956385-LV6000200169-LV3005568134,143
408,ISL23_58.6,LV3005568138,LV6000200128,LV7008960452,LV7008960452-LV6000200128-LV3005568138,146
