library_id	archive_sample_id	archive_sample_master_depth	field_sample_country_region	field_sample_age_estimate_oldest	field_sample_age_estimate_youngest	min_master_age	max_master_age	mean_master_age	median_master_age
	LV3006106028	1518.0	Chile	50.0	0.0				
	LV3006129816	1519.5	Chile	50.0	0.0				
	LV3006120979	152.6	Chile	50.0	0.0				
	LV3006129821	1521.5	Chile	50.0	0.0				
	LV3006106032	1522.5	Chile	50.0	0.0				
	LV3006129827	1524.0	Chile	50.0	0.0				
	LV3006129833	1525.5	Chile	50.0	0.0				
	LV3006129839	1527.5	Chile	50.0	0.0				
	LV3006129820	1529.0	Chile	50.0	0.0				
	LV3006129826	1530.5	Chile	50.0	0.0				
	LV3006129832	1532.0	Chile	50.0	0.0				
	LV3006129838	1533.5	Chile	50.0	0.0				
	LV3006129819	1535.5	Chile	50.0	0.0				
	LV3006129825	1537.0	Chile	50.0	0.0				
	LV3006129831	1538.5	Chile	50.0	0.0				
	LV3006120985	154.6	Chile	50.0	0.0				
	LV3006129837	1540.0	Chile	50.0	0.0				
	LV3006129818	1542.5	Chile	50.0	0.0				
	LV3006129817	1544.0	Chile	50.0	0.0				
	LV3006129824	1545.5	Chile	50.0	0.0				
	LV3006129830	1547.0	Chile	50.0	0.0				
	LV3006129836	1548.5	Chile	50.0	0.0				
	LV3006129823	1550.5	Chile	50.0	0.0				
	LV3006129829	1552.5	Chile	50.0	0.0				
	LV3006129835	1553.0	Chile	50.0	0.0				
	LV3006129822	1554.5	Chile	50.0	0.0				
	LV3006129828	1556.0	Chile	50.0	0.0				
	LV3006129834	1558.0	Chile	50.0	0.0				
	LV3006120991	156.1	Chile	50.0	0.0				
	LV3006129810	1560.0	Chile	50.0	0.0				
	LV3006129804	1561.5	Chile	50.0	0.0				
	LV3006129798	1563.5	Chile	50.0	0.0				
	LV3006129792	1565.5	Chile	50.0	0.0				
	LV3006129805	1567.0	Chile	50.0	0.0				
	LV3006129799	1569.0	Chile	50.0	0.0				
	LV3006120972	157.6	Chile	50.0	0.0				
	LV3006129793	1571.0	Chile	50.0	0.0				
	LV3006129812	1572.5	Chile	50.0	0.0				
	LV3006129806	1574.5	Chile	50.0	0.0				
	LV3006129800	1576.0	Chile	50.0	0.0				
	LV3006129794	1577.5	Chile	50.0	0.0				
	LV3006129813	1579.5	Chile	50.0	0.0				
	LV3006129807	1581.5	Chile	50.0	0.0				
	LV3006129801	1583.5	Chile	50.0	0.0				
	LV3006129795	1585.5	Chile	50.0	0.0				
	LV3006129814	1587.5	Chile	50.0	0.0				
	LV3006129808	1589.5	Chile	50.0	0.0				
	LV3006120978	159.1	Chile	50.0	0.0				
	LV3006129802	1591.5	Chile	50.0	0.0				
	LV3006129796	1593.0	Chile	50.0	0.0				
	LV3006129815	1595.0	Chile	50.0	0.0				
	LV3006129809	1597.0	Chile	50.0	0.0				
	LV3006129797	1599.0	Chile	50.0	0.0				
	LV3006120316	16.5	Chile	50.0	0.0				
	LV3006120984	160.6	Chile	50.0	0.0				
	LV3006129803	1601.0	Chile	50.0	0.0				
	LV3006120990	162.1	Chile	50.0	0.0				
	LV3006120989	163.6	Chile	50.0	0.0				
	LV3006120983	165.6	Chile	50.0	0.0				
	LV3006120977	167.1	Chile	50.0	0.0				
	LV3006120971	168.6	Chile	50.0	0.0				
	LV3006120220	170.1	Chile	50.0	0.0				
	LV3006120226	171.6	Chile	50.0	0.0				
	LV3006120232	173.1	Chile	50.0	0.0				
	LV3006120238	174.6	Chile	50.0	0.0				
	LV3006120219	176.1	Chile	50.0	0.0				
	LV3006120225	177.6	Chile	50.0	0.0				
	LV3006120231	179.1	Chile	50.0	0.0				
	LV3006006208	18.0	Chile	50.0	0.0				
	LV3006120237	180.6	Chile	50.0	0.0				
	LV3006120218	182.1	Chile	50.0	0.0				
	LV3006120230	183.6	Chile	50.0	0.0				
	LV3006120224	185.1	Chile	50.0	0.0				
	LV3006120236	186.6	Chile	50.0	0.0				
	LV3006120217	188.1	Chile	50.0	0.0				
	LV3006120235	189.6	Chile	50.0	0.0				
	LV3006120895	19.5	Chile	50.0	0.0				
	LV3006120229	191.6	Chile	50.0	0.0				
	LV3006120223	193.1	Chile	50.0	0.0				
	LV3006120216	194.6	Chile	50.0	0.0				
	LV3006120222	196.1	Chile	50.0	0.0				
	LV3006120228	197.6	Chile	50.0	0.0				
	LV3006120234	199.1	Chile	50.0	0.0				
	LV3006008697	2.0	Chile	50.0	0.0				
	LV3006120215	200.6	Chile	50.0	0.0				
	LV3006120221	202.6	Chile	50.0	0.0				
	LV3006120227	204.1	Chile	50.0	0.0				
	LV3006120233	205.6	Chile	50.0	0.0				
	LV3006120196	207.6	Chile	50.0	0.0				
	LV3006120202	209.1	Chile	50.0	0.0				
	LV3006105303	21.0	Chile	50.0	0.0				
	LV3006120208	210.6	Chile	50.0	0.0				
	LV3006120212	212.1	Chile	50.0	0.0				
	LV3006120195	213.6	Chile	50.0	0.0				
	LV3006120201	215.1	Chile	50.0	0.0				
	LV3006120209	217.1	Chile	50.0	0.0				
	LV3006120213	218.6	Chile	50.0	0.0				
	LV3006105296	22.5	Chile	50.0	0.0				
	LV3006120194	220.1	Chile	50.0	0.0				
	LV3006120200	221.6	Chile	50.0	0.0				
	LV3006120206	223.6	Chile	50.0	0.0				
	LV3006120214	225.1	Chile	50.0	0.0				
	LV3006120193	226.6	Chile	50.0	0.0				
	LV3006120199	228.1	Chile	50.0	0.0				
	LV3006120205	229.6	Chile	50.0	0.0				
	LV3006120211	231.6	Chile	50.0	0.0				
	LV3006120192	233.1	Chile	50.0	0.0				
	LV3006120198	234.6	Chile	50.0	0.0				
	LV3006120191	236.6	Chile	50.0	0.0				
	LV3006120197	238.1	Chile	50.0	0.0				
	LV3006120204	239.6	Chile	50.0	0.0				
	LV3006105308	24.0	Chile	50.0	0.0				
	LV3006120203	241.1	Chile	50.0	0.0				
	LV3006120210	243.1	Chile	50.0	0.0				
	LV3006120207	244.6	Chile	50.0	0.0				
	LV3006120175	246.1	Chile	50.0	0.0				
	LV3006120179	248.1	Chile	50.0	0.0				
	LV3006120182	249.6	Chile	50.0	0.0				
	LV3006120190	251.1	Chile	50.0	0.0				
	LV3006120174	252.6	Chile	50.0	0.0				
	LV3006120181	254.1	Chile	50.0	0.0				
	LV3006120185	256.1	Chile	50.0	0.0				
	LV3006120189	257.6	Chile	50.0	0.0				
	LV3006120169	259.1	Chile	50.0	0.0				
	LV3006105297	26.0	Chile	50.0	0.0				
	LV3006120180	260.6	Chile	50.0	0.0				
	LV3006120184	262.1	Chile	50.0	0.0				
	LV3006120188	263.6	Chile	50.0	0.0				
	LV3006120168	265.1	Chile	50.0	0.0				
	LV3006120170	267.1	Chile	50.0	0.0				
	LV3006120176	268.6	Chile	50.0	0.0				
	LV3006105290	27.5	Chile	50.0	0.0				
	LV3006120187	270.6	Chile	50.0	0.0				
	LV3006120167	272.1	Chile	50.0	0.0				
	LV3006120172	273.6	Chile	50.0	0.0				
	LV3006120177	275.6	Chile	50.0	0.0				
	LV3006120186	277.1	Chile	50.0	0.0				
	LV3006120166	278.6	Chile	50.0	0.0				
	LV3006120173	280.1	Chile	50.0	0.0				
	LV3006120178	281.6	Chile	50.0	0.0				
	LV3006120183	283.6	Chile	50.0	0.0				
	LV3006120147	285.1	Chile	50.0	0.0				
	LV3006120153	286.6	Chile	50.0	0.0				
	LV3006120159	288.6	Chile	50.0	0.0				
	LV3006126275	29.0	Chile	50.0	0.0				
	LV3006120165	290.1	Chile	50.0	0.0				
	LV3006120146	291.6	Chile	50.0	0.0				
	LV3006120152	293.6	Chile	50.0	0.0				
	LV3006120158	295.1	Chile	50.0	0.0				
	LV3006120164	296.6	Chile	50.0	0.0				
	LV3006120145	298.1	Chile	50.0	0.0				
	LV3006120151	299.6	Chile	50.0	0.0				
	LV3006120359	3.5	Chile	50.0	0.0				
	LV3006101147	30.5	Chile	50.0	0.0				
	LV3006120157	301.1	Chile	50.0	0.0				
	LV3006120163	301.8	Chile	50.0	0.0				
	LV3006120144	303.3	Chile	50.0	0.0				
	LV3006120150	304.8	Chile	50.0	0.0				
	LV3006120156	306.8	Chile	50.0	0.0				
	LV3006120162	308.3	Chile	50.0	0.0				
	LV3006120143	309.8	Chile	50.0	0.0				
	LV3006120142	311.8	Chile	50.0	0.0				
	LV3006120149	313.3	Chile	50.0	0.0				
	LV3006120148	314.8	Chile	50.0	0.0				
	LV3006120155	316.3	Chile	50.0	0.0				
	LV3006120154	318.3	Chile	50.0	0.0				
	LV3006120161	319.8	Chile	50.0	0.0				
	LV3006107527	32.5	Chile	50.0	0.0				
	LV3006120160	321.3	Chile	50.0	0.0				
	LV3006120110	322.8	Chile	50.0	0.0				
	LV3006120128	324.3	Chile	50.0	0.0				
	LV3006120137	325.8	Chile	50.0	0.0				
	LV3006120141	327.3	Chile	50.0	0.0				
	LV3006120123	328.8	Chile	50.0	0.0				
	LV3006120129	330.8	Chile	50.0	0.0				
	LV3006120131	332.3	Chile	50.0	0.0				
	LV3006120139	333.8	Chile	50.0	0.0				
	LV3006120109	335.3	Chile	50.0	0.0				
	LV3006120126	337.3	Chile	50.0	0.0				
	LV3006120133	338.8	Chile	50.0	0.0				
	LV3006126256	34.0	Chile	50.0	0.0				
	LV3006120140	340.3	Chile	50.0	0.0				
	LV3006120107	341.8	Chile	50.0	0.0				
	LV3006120120	343.3	Chile	50.0	0.0				
	LV3006120134	345.3	Chile	50.0	0.0				
	LV3006120136	346.8	Chile	50.0	0.0				
	LV3006120106	348.3	Chile	50.0	0.0				
	LV3006120121	349.8	Chile	50.0	0.0				
	LV3006126254	35.5	Chile	50.0	0.0				
	LV3006120132	351.3	Chile	50.0	0.0				
	LV3006120135	352.8	Chile	50.0	0.0				
	LV3006120105	354.3	Chile	50.0	0.0				
	LV3006120122	356.3	Chile	50.0	0.0				
	LV3006120127	357.8	Chile	50.0	0.0				
	LV3006120138	359.3	Chile	50.0	0.0				
	LV3006104926	360.8	Chile	50.0	0.0				
	LV3006104879	362.8	Chile	50.0	0.0				
	LV3006104885	364.3	Chile	50.0	0.0				
	LV3006104891	365.8	Chile	50.0	0.0				
	LV3006104872	367.3	Chile	50.0	0.0				
	LV3006104878	369.3	Chile	50.0	0.0				
	LV3006105291	37.5	Chile	50.0	0.0				
	LV3006104884	370.8	Chile	50.0	0.0				
	LV3006104890	372.3	Chile	50.0	0.0				
	LV3006104889	373.8	Chile	50.0	0.0				
	LV3006104871	375.3	Chile	50.0	0.0				
	LV3006104877	376.8	Chile	50.0	0.0				
	LV3006104883	378.8	Chile	50.0	0.0				
	LV3006104870	380.3	Chile	50.0	0.0				
	LV3006104876	381.8	Chile	50.0	0.0				
	LV3006104882	383.3	Chile	50.0	0.0				
	LV3006104888	384.8	Chile	50.0	0.0				
	LV3006104869	386.3	Chile	50.0	0.0				
	LV3006104875	387.8	Chile	50.0	0.0				
	LV3006104881	389.8	Chile	50.0	0.0				
	LV3006100570	39.0	Chile	50.0	0.0				
	LV3006104887	390.8	Chile	50.0	0.0				
	LV3006104868	392.8	Chile	50.0	0.0				
	LV3006104874	394.3	Chile	50.0	0.0				
	LV3006104880	395.8	Chile	50.0	0.0				
	LV3006104886	397.3	Chile	50.0	0.0				
	LV3006104849	399.3	Chile	50.0	0.0				
	LV3006126261	40.5	Chile	50.0	0.0				
	LV3006104855	400.8	Chile	50.0	0.0				
	LV3006104861	402.3	Chile	50.0	0.0				
	LV3006104867	403.8	Chile	50.0	0.0				
	LV3006104848	405.3	Chile	50.0	0.0				
	LV3006104854	406.8	Chile	50.0	0.0				
	LV3006104860	408.8	Chile	50.0	0.0				
	LV3006104866	410.3	Chile	50.0	0.0				
	LV3006104847	411.8	Chile	50.0	0.0				
	LV3006104853	413.3	Chile	50.0	0.0				
	LV3006104859	415.3	Chile	50.0	0.0				
	LV3006104865	416.8	Chile	50.0	0.0				
	LV3006104846	418.3	Chile	50.0	0.0				
	LV3006104852	419.8	Chile	50.0	0.0				
	LV3006107528	42.0	Chile	50.0	0.0				
	LV3006104858	421.3	Chile	50.0	0.0				
	LV3006104864	422.8	Chile	50.0	0.0				
	LV3006104845	424.3	Chile	50.0	0.0				
	LV3006104851	425.8	Chile	50.0	0.0				
	LV3006104857	427.8	Chile	50.0	0.0				
	LV3006104863	429.3	Chile	50.0	0.0				
	LV3006100567	43.5	Chile	50.0	0.0				
	LV3006104844	430.8	Chile	50.0	0.0				
	LV3006104850	432.3	Chile	50.0	0.0				
	LV3006104856	433.8	Chile	50.0	0.0				
	LV3006104862	435.3	Chile	50.0	0.0				
	LV3006104824	437.3	Chile	50.0	0.0				
	LV3006104831	438.8	Chile	50.0	0.0				
	LV3006104837	440.8	Chile	50.0	0.0				
	LV3006104843	442.3	Chile	50.0	0.0				
	LV3006104823	443.8	Chile	50.0	0.0				
	LV3006104830	445.3	Chile	50.0	0.0				
	LV3006104836	446.8	Chile	50.0	0.0				
	LV3006104842	448.3	Chile	50.0	0.0				
	LV3006104822	449.8	Chile	50.0	0.0				
	LV3006107515	45.0	Chile	50.0	0.0				
	LV3006104829	451.8	Chile	50.0	0.0				
	LV3006104835	453.3	Chile	50.0	0.0				
	LV3006104841	454.8	Chile	50.0	0.0				
	LV3006104821	456.3	Chile	50.0	0.0				
	LV3006104828	457.8	Chile	50.0	0.0				
	LV3006104834	459.3	Chile	50.0	0.0				
	LV3006126266	46.5	Chile	50.0	0.0				
	LV3006104840	461.3	Chile	50.0	0.0				
	LV3006104820	462.8	Chile	50.0	0.0				
	LV3006104827	464.3	Chile	50.0	0.0				
	LV3006104833	466.3	Chile	50.0	0.0				
	LV3006104839	467.8	Chile	50.0	0.0				
	LV3006104819	469.3	Chile	50.0	0.0				
	LV3006104826	470.3	Chile	50.0	0.0				
	LV3006104800	473.0	Chile	50.0	0.0				
	LV3006104806	474.5	Chile	50.0	0.0				
	LV3006104812	476.0	Chile	50.0	0.0				
	LV3006104818	477.5	Chile	50.0	0.0				
	LV3006104811	479.0	Chile	50.0	0.0				
	LV3006120367	48.5	Chile	50.0	0.0				
	LV3006104817	481.0	Chile	50.0	0.0				
	LV3006104805	482.5	Chile	50.0	0.0				
	LV3006104799	484.0	Chile	50.0	0.0				
	LV3006104804	485.5	Chile	50.0	0.0				
	LV3006104798	487.0	Chile	50.0	0.0				
	LV3006104816	488.0	Chile	50.0	0.0				
	LV3006104810	489.5	Chile	50.0	0.0				
	LV3006104803	491.5	Chile	50.0	0.0				
	LV3006104797	493.5	Chile	50.0	0.0				
	LV3006104796	495.0	Chile	50.0	0.0				
	LV3006104809	497.0	Chile	50.0	0.0				
	LV3006104815	498.5	Chile	50.0	0.0				
	LV3006120379	5.5	Chile	50.0	0.0				
	LV3006120377	50.0	Chile	50.0	0.0				
	LV3006104814	500.0	Chile	50.0	0.0				
	LV3006104802	501.5	Chile	50.0	0.0				
	LV3006104808	503.0	Chile	50.0	0.0				
	LV3006104813	504.5	Chile	50.0	0.0				
	LV3006104801	506.5	Chile	50.0	0.0				
	LV3006104807	508.0	Chile	50.0	0.0				
	LV3006104795	509.5	Chile	50.0	0.0				
	LV3006120381	51.5	Chile	50.0	0.0				
	LV3006104789	511.0	Chile	50.0	0.0				
	LV3006104783	512.5	Chile	50.0	0.0				
	LV3006104790	514.0	Chile	50.0	0.0				
	LV3006104777	515.5	Chile	50.0	0.0				
	LV3006104784	517.0	Chile	50.0	0.0				
	LV3006104771	518.5	Chile	50.0	0.0				
	LV3006104772	520.0	Chile	50.0	0.0				
	LV3006104778	521.5	Chile	50.0	0.0				
	LV3006104785	523.5	Chile	50.0	0.0				
	LV3006104791	525.0	Chile	50.0	0.0				
	LV3006104779	526.5	Chile	50.0	0.0				
	LV3006104773	528.0	Chile	50.0	0.0				
	LV3006104774	529.5	Chile	50.0	0.0				
	LV3006120380	53.5	Chile	50.0	0.0				
	LV3006104786	531.5	Chile	50.0	0.0				
	LV3006104792	533.0	Chile	50.0	0.0				
	LV3006104780	534.5	Chile	50.0	0.0				
	LV3006104787	536.0	Chile	50.0	0.0				
	LV3006104781	537.5	Chile	50.0	0.0				
	LV3006104793	539.0	Chile	50.0	0.0				
	LV3006104775	541.0	Chile	50.0	0.0				
	LV3006104776	542.5	Chile	50.0	0.0				
	LV3006104782	544.5	Chile	50.0	0.0				
	LV3006104788	546.0	Chile	50.0	0.0				
	LV3006104794	547.5	Chile	50.0	0.0				
	LV3006105123	549.5	Chile	50.0	0.0				
	LV3006120277	55.0	Chile	50.0	0.0				
	LV3006105129	551.0	Chile	50.0	0.0				
	LV3006105135	552.5	Chile	50.0	0.0				
	LV3006105141	554.0	Chile	50.0	0.0				
	LV3006105121	556.0	Chile	50.0	0.0				
	LV3006105128	558.0	Chile	50.0	0.0				
	LV3006100568	56.5	Chile	50.0	0.0				
	LV3006105140	560.0	Chile	50.0	0.0				
	LV3006105134	561.5	Chile	50.0	0.0				
	LV3006105139	563.0	Chile	50.0	0.0				
	LV3006105138	564.5	Chile	50.0	0.0				
	LV3006105127	566.0	Chile	50.0	0.0				
	LV3006105133	568.0	Chile	50.0	0.0				
	LV3006105132	569.5	Chile	50.0	0.0				
	LV3006105136	571.0	Chile	50.0	0.0				
	LV3006105130	572.5	Chile	50.0	0.0				
	LV3006105131	574.0	Chile	50.0	0.0				
	LV3006105117	575.5	Chile	50.0	0.0				
	LV3006105118	577.5	Chile	50.0	0.0				
	LV3006105120	579.0	Chile	50.0	0.0				
	LV3006120607	58.0	Chile	50.0	0.0				
	LV3006105125	580.5	Chile	50.0	0.0				
	LV3006105119	582.0	Chile	50.0	0.0				
	LV3006105126	584.0	Chile	50.0	0.0				
	LV3006105124	585.0	Chile	50.0	0.0				
	LV3006105137	587.0	Chile	50.0	0.0				
	LV3006105116	588.5	Chile	50.0	0.0				
	LV3006105096	590.0	Chile	50.0	0.0				
	LV3006105111	591.5	Chile	50.0	0.0				
	LV3006105109	593.0	Chile	50.0	0.0				
	LV3006105115	595.0	Chile	50.0	0.0				
	LV3006105104	596.5	Chile	50.0	0.0				
	LV3006105114	598.0	Chile	50.0	0.0				
	LV3006105103	599.5	Chile	50.0	0.0				
	LV3006120606	60.0	Chile	50.0	0.0				
	LV3006105108	601.5	Chile	50.0	0.0				
	LV3006105095	603.0	Chile	50.0	0.0				
	LV3006105102	604.5	Chile	50.0	0.0				
	LV3006105107	606.0	Chile	50.0	0.0				
	LV3006105098	608.0	Chile	50.0	0.0				
	LV3006105113	609.5	Chile	50.0	0.0				
	LV3006120605	61.5	Chile	50.0	0.0				
	LV3006105093	611.0	Chile	50.0	0.0				
	LV3006105106	612.5	Chile	50.0	0.0				
	LV3006105112	614.0	Chile	50.0	0.0				
	LV3006105090	615.5	Chile	50.0	0.0				
	LV3006105094	617.0	Chile	50.0	0.0				
	LV3006105091	618.5	Chile	50.0	0.0				
	LV3006105092	620.0	Chile	50.0	0.0				
	LV3006105101	621.5	Chile	50.0	0.0				
	LV3006105097	623.0	Chile	50.0	0.0				
	LV3006105105	625.0	Chile	50.0	0.0				
	LV3006105071	626.5	Chile	50.0	0.0				
	LV3006105070	628.0	Chile	50.0	0.0				
	LV3006105077	629.5	Chile	50.0	0.0				
	LV3006120604	63.0	Chile	50.0	0.0				
	LV3006105083	631.5	Chile	50.0	0.0				
	LV3006105089	633.0	Chile	50.0	0.0				
	LV3006105088	634.5	Chile	50.0	0.0				
	LV3006105082	636.0	Chile	50.0	0.0				
	LV3006105069	638.1	Chile	50.0	0.0				
	LV3006105076	639.6	Chile	50.0	0.0				
	LV3006120603	64.5	Chile	50.0	0.0				
	LV3006105081	641.1	Chile	50.0	0.0				
	LV3006105080	642.6	Chile	50.0	0.0				
	LV3006105075	644.6	Chile	50.0	0.0				
	LV3006105087	646.1	Chile	50.0	0.0				
	LV3006105068	647.1	Chile	50.0	0.0				
	LV3006105074	648.6	Chile	50.0	0.0				
	LV3006105086	650.1	Chile	50.0	0.0				
	LV3006105079	652.1	Chile	50.0	0.0				
	LV3006105085	653.6	Chile	50.0	0.0				
	LV3006105073	655.1	Chile	50.0	0.0				
	LV3006105067	656.6	Chile	50.0	0.0				
	LV3006105066	658.1	Chile	50.0	0.0				
	LV3006105072	659.6	Chile	50.0	0.0				
	LV3006120602	66.5	Chile	50.0	0.0				
	LV3006105078	661.1	Chile	50.0	0.0				
	LV3006105084	662.6	Chile	50.0	0.0				
	LV3006105047	664.1	Chile	50.0	0.0				
	LV3006105053	665.6	Chile	50.0	0.0				
	LV3006105059	667.1	Chile	50.0	0.0				
	LV3006105065	668.6	Chile	50.0	0.0				
	LV3006105046	670.1	Chile	50.0	0.0				
	LV3006105052	671.6	Chile	50.0	0.0				
	LV3006105058	673.6	Chile	50.0	0.0				
	LV3006105064	675.1	Chile	50.0	0.0				
	LV3006105063	676.6	Chile	50.0	0.0				
	LV3006105057	678.6	Chile	50.0	0.0				
	LV3006120608	68.0	Chile	50.0	0.0				
	LV3006105051	680.1	Chile	50.0	0.0				
	LV3006105045	681.6	Chile	50.0	0.0				
	LV3006105062	683.1	Chile	50.0	0.0				
	LV3006105056	684.6	Chile	50.0	0.0				
	LV3006105050	686.1	Chile	50.0	0.0				
	LV3006105044	688.1	Chile	50.0	0.0				
	LV3006105061	689.1	Chile	50.0	0.0				
	LV3006120609	69.5	Chile	50.0	0.0				
	LV3006105055	690.6	Chile	50.0	0.0				
	LV3006105049	692.1	Chile	50.0	0.0				
	LV3006105043	693.6	Chile	50.0	0.0				
	LV3006105042	695.1	Chile	50.0	0.0				
	LV3006105048	696.6	Chile	50.0	0.0				
	LV3006105054	698.6	Chile	50.0	0.0				
	LV3006120371	7.0	Chile	50.0	0.0				
	LV3006105060	700.6	Chile	50.0	0.0				
	LV3006105023	701.6	Chile	50.0	0.0				
	LV3006105029	703.6	Chile	50.0	0.0				
	LV3006105035	705.1	Chile	50.0	0.0				
	LV3006105041	706.6	Chile	50.0	0.0				
	LV3006105022	708.1	Chile	50.0	0.0				
	LV3006105028	709.6	Chile	50.0	0.0				
	LV3006120610	71.0	Chile	50.0	0.0				
	LV3006105034	711.6	Chile	50.0	0.0				
	LV3006105040	713.1	Chile	50.0	0.0				
	LV3006105021	715.1	Chile	50.0	0.0				
	LV3006105027	716.6	Chile	50.0	0.0				
	LV3006105033	717.6	Chile	50.0	0.0				
	LV3006105039	719.1	Chile	50.0	0.0				
	LV3006120611	72.5	Chile	50.0	0.0				
	LV3006105020	720.6	Chile	50.0	0.0				
	LV3006105026	722.6	Chile	50.0	0.0				
	LV3006105032	724.6	Chile	50.0	0.0				
	LV3006105038	726.1	Chile	50.0	0.0				
	LV3006105019	727.6	Chile	50.0	0.0				
	LV3006105025	729.1	Chile	50.0	0.0				
	LV3006105031	730.6	Chile	50.0	0.0				
	LV3006105037	732.1	Chile	50.0	0.0				
	LV3006105018	733.6	Chile	50.0	0.0				
	LV3006105024	735.6	Chile	50.0	0.0				
	LV3006105030	737.1	Chile	50.0	0.0				
	LV3006105036	739.1	Chile	50.0	0.0				
	LV3006120612	74.5	Chile	50.0	0.0				
	LV3006105468	740.1	Chile	50.0	0.0				
	LV3006105474	742.1	Chile	50.0	0.0				
	LV3006105480	743.6	Chile	50.0	0.0				
	LV3006105486	746.1	Chile	50.0	0.0				
	LV3006105467	749.6	Chile	50.0	0.0				
	LV3006105473	751.1	Chile	50.0	0.0				
	LV3006105479	753.1	Chile	50.0	0.0				
	LV3006105485	754.6	Chile	50.0	0.0				
	LV3006105466	756.1	Chile	50.0	0.0				
	LV3006105472	758.1	Chile	50.0	0.0				
	LV3006105484	759.6	Chile	50.0	0.0				
	LV3006120613	76.0	Chile	50.0	0.0				
	LV3006105465	761.1	Chile	50.0	0.0				
	LV3006105471	763.1	Chile	50.0	0.0				
	LV3006105478	764.6	Chile	50.0	0.0				
	LV3006105470	766.6	Chile	50.0	0.0				
	LV3006105477	768.1	Chile	50.0	0.0				
	LV3006120614	77.5	Chile	50.0	0.0				
	LV3006105464	770.1	Chile	50.0	0.0				
	LV3006105476	772.1	Chile	50.0	0.0				
	LV3006105483	774.1	Chile	50.0	0.0				
	LV3006105463	776.1	Chile	50.0	0.0				
	LV3006105482	777.6	Chile	50.0	0.0				
	LV3006105469	779.6	Chile	50.0	0.0				
	LV3006105475	781.1	Chile	50.0	0.0				
	LV3006105481	783.1	Chile	50.0	0.0				
	LV3006105420	785.1	Chile	50.0	0.0				
	LV3006105426	786.6	Chile	50.0	0.0				
	LV3006105432	788.6	Chile	50.0	0.0				
	LV3006120615	79.0	Chile	50.0	0.0				
	LV3006105438	790.1	Chile	50.0	0.0				
	LV3006105419	792.1	Chile	50.0	0.0				
	LV3006105425	793.6	Chile	50.0	0.0				
	LV3006105431	796.1	Chile	50.0	0.0				
	LV3006105437	797.6	Chile	50.0	0.0				
	LV3006105418	799.1	Chile	50.0	0.0				
	LV3006120365	8.5	Chile	50.0	0.0				
	LV3006120616	80.5	Chile	50.0	0.0				
	LV3006105424	800.6	Chile	50.0	0.0				
	LV3006105430	802.6	Chile	50.0	0.0				
	LV3006105436	804.6	Chile	50.0	0.0				
	LV3006105417	806.1	Chile	50.0	0.0				
	LV3006105423	807.6	Chile	50.0	0.0				
	LV3006105429	809.6	Chile	50.0	0.0				
	LV3006105435	811.1	Chile	50.0	0.0				
	LV3006105416	812.6	Chile	50.0	0.0				
	LV3006105422	815.0	Chile	50.0	0.0				
	LV3006121003	816.5	Chile	50.0	0.0				
	LV3006105427	818.0	Chile	50.0	0.0				
	LV3006104838	819.5	Chile	50.0	0.0				
	LV3006120617	82.5	Chile	50.0	0.0				
	LV3006120997	821.5	Chile	50.0	0.0				
	LV3006105415	823.0	Chile	50.0	0.0				
	LV3006120361	824.5	Chile	50.0	0.0				
	LV3006105444	826.0	Chile	50.0	0.0				
	LV3006105450	827.5	Chile	50.0	0.0				
	LV3006105456	829.0	Chile	50.0	0.0				
	LV3006105460	830.5	Chile	50.0	0.0				
	LV3006105443	832.5	Chile	50.0	0.0				
	LV3006105449	834.0	Chile	50.0	0.0				
	LV3006105455	835.5	Chile	50.0	0.0				
	LV3006105462	837.0	Chile	50.0	0.0				
	LV3006105442	838.5	Chile	50.0	0.0				
	LV3006120618	84.0	Chile	50.0	0.0				
	LV3006105448	840.0	Chile	50.0	0.0				
	LV3006105454	841.5	Chile	50.0	0.0				
	LV3006105461	843.0	Chile	50.0	0.0				
	LV3006105441	844.5	Chile	50.0	0.0				
	LV3006105447	846.5	Chile	50.0	0.0				
	LV3006105453	848.0	Chile	50.0	0.0				
	LV3006105459	849.5	Chile	50.0	0.0				
	LV3006120619	85.5	Chile	50.0	0.0				
	LV3006105440	851.0	Chile	50.0	0.0				
	LV3006105446	852.5	Chile	50.0	0.0				
	LV3006105452	854.5	Chile	50.0	0.0				
	LV3006105458	856.0	Chile	50.0	0.0				
	LV3006105439	857.5	Chile	50.0	0.0				
	LV3006105445	859.0	Chile	50.0	0.0				
	LV3006105451	860.5	Chile	50.0	0.0				
	LV3006105457	862.0	Chile	50.0	0.0				
	LV3006106005	863.5	Chile	50.0	0.0				
	LV3006106010	865.5	Chile	50.0	0.0				
	LV3006106016	867.0	Chile	50.0	0.0				
	LV3006106022	868.5	Chile	50.0	0.0				
	LV3006120620	87.0	Chile	50.0	0.0				
	LV3006106004	870.0	Chile	50.0	0.0				
	LV3006106009	871.5	Chile	50.0	0.0				
	LV3006106015	873.0	Chile	50.0	0.0				
	LV3006106021	874.5	Chile	50.0	0.0				
	LV3006106003	876.0	Chile	50.0	0.0				
	LV3006106008	877.5	Chile	50.0	0.0				
	LV3006106014	879.0	Chile	50.0	0.0				
	LV3006120622	88.5	Chile	50.0	0.0				
	LV3006106020	881.0	Chile	50.0	0.0				
	LV3006106002	882.5	Chile	50.0	0.0				
